Label,Characteristic,Year,fatal_injury_rate
Dem,Women,2019,0.7
Dem,Women,2020,0.6
Dem,Hispanic or Latino,2006,5.3
Dem,Hispanic or Latino,2007,4.8
Dem,Hispanic or Latino,2008,4.2
Dem,Hispanic or Latino,2009,4
Dem,Hispanic or Latino,2010,3.9
Dem,Hispanic or Latino,2011,4
Dem,Hispanic or Latino,2012,3.7
Dem,Hispanic or Latino,2013,3.9
Dem,Hispanic or Latino,2014,3.7
Dem,Hispanic or Latino,2015,4
Dem,Hispanic or Latino,2016,3.7
Dem,Hispanic or Latino,2017,3.7
Dem,Hispanic or Latino,2018,3.7
Dem,Hispanic or Latino,2019,4.2
Dem,Hispanic or Latino,2020,4.5
Dem,Men,2006,6.7
Dem,Men,2007,6.4
Dem,Men,2008,6.1
Dem,Men,2009,5.7
Dem,Men,2010,5.8
Dem,Men,2011,5.7
Dem,Men,2012,5.5
Dem,Men,2013,5.4
Dem,Men,2014,5.6
Dem,Men,2015,5.5
Dem,Men,2016,5.8
Dem,Men,2017,5.7
Dem,Men,2018,5.7
Dem,Men,2019,5.7
Dem,Men,2020,5.6
Dem,White (non-Hispanic),2006,4.1
Dem,White (non-Hispanic),2007,3.9
Dem,White (non-Hispanic),2008,3.8
Dem,White (non-Hispanic),2009,3.5
Dem,White (non-Hispanic),2010,3.7
Dem,White (non-Hispanic),2011,3.6
Dem,White (non-Hispanic),2012,3.5
Dem,White (non-Hispanic),2013,3.4
Dem,White (non-Hispanic),2014,3.6
Dem,White (non-Hispanic),2015,3.5
Dem,White (non-Hispanic),2016,3.7
Dem,White (non-Hispanic),2017,3.6
Dem,White (non-Hispanic),2018,3.6
Dem,White (non-Hispanic),2019,3.5
Dem,White (non-Hispanic),2020,3.3
