Label,Characteristic,Year,total_fatal_injuries,total_hours_worked,fatal_injury_rate
Occ,Crop production  ,2014,251,"2,201",22.4
Occ,Animal production and aquaculture  ,2014,166,"1,657",19.3
Occ,Logging ,2014,92,180,100.0
Occ,"Fishing, hunting, and trapping ",2014,25,70,68.6
Occ,Support activities for agriculture and forestry ,2014,44,308,28.6
Ind,"Mining, quarrying, and oil and gas extraction",2014,183,"2,561",14.2
Occ,Oil and gas extraction ,2014,18,231,15.6
,Mining (except oil and gas),2014,38,467,15.8
Occ,Nonmetallic mineral mining and quarrying,2014,19,170,22.4
Occ,Support activities for mining,2014,127,"1,842",13.8
Ind,Construction,2014,899,"18,168",9.8
Ind,Manufacturing,2014,349,"30,830",2.3
,Food manufacturing,2014,56,"3,398",3.3
Occ,Animal slaughtering and processing ,2014,19,996,3.8
Occ,Wood product manufacturing,2014,42,785,10.7
Occ,Chemical manufacturing,2014,27,"2,752",2.0
Occ,Plastics and rubber products manufacturing,2014,15,979,3.1
,Nonmetallic mineral product manufacturing,2014,39,857,9.1
Occ,"Cement, concrete, lime, and gypsum product manufacturing ",2014,30,312,19.2
Occ,Primary metal manufacturing,2014,28,"1,093",5.1
Occ,Fabricated metal product manufacturing,2014,34,"2,315",2.9
Occ,Machinery manufacturing,2014,24,"2,724",1.8
Occ,Transportation equipment manufacturing,2014,32,"4,765",1.3
,Service providing,2014,"2,371","179,797",2.6
,"Trade, transportation, and utilities",2014,"1,246","49,281",5.0
Ind,Wholesale trade,2014,191,"7,430",5.1
,"Merchant wholesalers, durable goods",2014,105,"3,522",6.0
Occ,"Machinery, equipment, and supplies, merchant wholesalers     ",2014,27,817,6.6
Occ,Recyclable material merchant wholesalers,2014,24,221,21.7
,"Merchant wholesalers, nondurable goods",2014,84,"3,676",4.6
Occ,"Groceries and related products, merchant wholesalers ",2014,16,"1,718",1.9
Ind,Retail trade,2014,272,"28,997",1.9
,Motor vehicle and parts dealers,2014,47,"3,963",2.4
Occ,Automobile dealers ,2014,23,"2,690",1.7
Occ,"Automotive parts, accessories, and tire stores  ",2014,21,"1,023",4.1
Occ,Building material and garden equipment and supplies dealers,2014,27,"2,677",1.9
,Food and beverage stores,2014,69,"5,499",2.5
Occ,Grocery stores ,2014,51,"4,731",2.2
Occ,Gasoline stations ,2014,29,943,6.2
Occ,Miscellaneous store retailers,2014,24,"1,883",2.4
Occ,Nonstore retailers,2014,16,"1,118",2.9
Ind,Transportation and warehousing     ,2014,766,"10,897",14.1
Occ,Air transportation ,2014,35,949,7.4
Occ,Truck transportation ,2014,503,"4,208",23.9
,Transit and ground passenger transportation,2014,69,"1,202",11.5
Occ,Taxi and limousine service ,2014,56,599,18.7
Occ,Support activities for transportation ,2014,81,"1,426",11.4
Occ,Couriers and messengers,2014,36,"1,360",5.3
Occ,Warehousing and storage ,2014,16,909,3.5
Ind,Utilities,2014,17,"1,957",1.7
Ind,Information ,2014,35,"5,759",1.2
Ind,Financial activities,2014,117,"18,852",1.2
Occ,Finance and insurance,2014,29,"13,635",0.4
,Real estate and rental and leasing,2014,88,"5,236",3.4
Occ,Real estate ,2014,59,"4,563",2.6
Occ,Rental and leasing services,2014,29,673,8.6
Ind,Professional and business services,2014,425,"31,497",2.7
,"Professional, scientific, and technical services",2014,80,"19,780",0.8
Occ,"Architectural, engineering, and related services ",2014,31,"2,826",2.2
,"Management, administrative, and waste services",2014,345,"11,722",5.8
Occ,Employment services ,2014,39,"1,692",4.6
Occ,Investigation and security services ,2014,27,"1,400",3.9
Occ,Services to buildings and dwellings (except landscaping services) ,2014,39,"2,401",3.2
Occ,Landscaping services,2014,162,"2,406",13.2
Occ,Waste management and remediation services ,2014,55,989,10.9
Ind,Educational and health services,2014,146,"40,633",0.7
Occ,Educational services,2014,40,"7,843",1.0
,Health care and social assistance,2014,106,"32,763",0.6
Occ,Ambulatory health care services,2014,41,"12,691",0.6
Occ,Hospitals ,2014,18,"11,106",0.3
Occ,Social assistance,2014,33,"4,468",1.3
Ind,Leisure and hospitality,2014,216,"21,334",2.0
,"Arts, entertainment, and recreation",2014,81,"4,418",3.4
Occ,"Performing arts, spectator sports, and related industries",2014,32,"1,313",4.6
Occ,"Amusement, gambling, and recreation industries (except bowling centers)  ",2014,41,"2,797",2.7
,Accommodation and food services,2014,135,"16,929",1.6
,Accommodation ,2014,28,"2,749",2.0
Occ,Traveler accommodation ,2014,18,"2,591",1.4
,Food services and drinking places,2014,107,"14,172",1.5
Occ,Restaurants and other food services ,2014,85,"13,754",1.2
Occ,Drinking places (alcoholic beverages),2014,22,427,9.8
Ind,Other services (except public administration),2014,186,"12,440",2.7
,Repair and maintenance,2014,111,"4,008",5.5
Occ,Automotive repair and maintenance (except car washes),2014,69,"2,453",5.6
Occ,Personal and laundry services,2014,30,"3,954",1.5
Occ,"Religious, grantmaking, civic, professional, and similar organizations",2014,43,"3,341",1.6
Ind,Government,2014,435,"36,965",1.9
Occ,Federal government,2014,94,"6,677",1.1
Occ,State government,2014,72,"11,422",1.2
Occ,Local government,2014,269,"18,903",2.6
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
