Label,Characteristic,Year,total_fatal_injuries,total_hours_worked,fatal_injury_rate
Occ,Animal slaughtering and processing ,2012,18,932,3.9
Occ,Wood product manufacturing,2012,24,774,5.7
Occ,Chemical manufacturing,2012,24,"2,665",1.8
,Nonmetallic mineral product manufacturing,2012,32,814,7.9
Occ,"Cement, concrete, lime, and gypsum product manufacturing ",2012,22,274,16.1
Occ,Primary metal manufacturing,2012,24,"1,078",4.5
Occ,Fabricated metal product manufacturing,2012,43,"2,349",3.7
Occ,Machinery manufacturing,2012,21,"2,690",1.6
Occ,Transportation equipment manufacturing,2012,27,"4,226",1.3
,Service providing,2012,"2,352","174,253",2.7
,"Trade, transportation, and utilities",2012,"1,241","47,565",5.2
Ind,Wholesale trade,2012,204,"7,583",5.4
,"Merchant wholesalers, durable goods",2012,109,"3,665",5.9
Occ,"Machinery, equipment, and supplies, merchant wholesalers     ",2012,36,789,9.1
Occ,Recyclable material merchant wholesalers,2012,21,240,17.5
,"Merchant wholesalers, nondurable goods",2012,89,"3,670",4.9
Occ,"Groceries and related products, merchant wholesalers ",2012,27,"1,740",3.1
Ind,Retail trade,2012,273,"28,091",1.9
,Motor vehicle and parts dealers,2012,44,"3,817",2.3
Occ,Automobile dealers ,2012,19,"2,599",1.5
Occ,"Automotive parts, accessories, and tire stores  ",2012,22,955,4.6
Occ,Building material and garden equipment and supplies dealers,2012,33,"2,664",2.5
,Food and beverage stores,2012,67,"5,370",2.5
Occ,Grocery stores ,2012,58,"4,586",2.5
Occ,Gasoline stations ,2012,30,882,6.8
Occ,Miscellaneous store retailers,2012,15,"1,839",1.6
Occ,Nonstore retailers,2012,21,998,4
Ind,Transportation and warehousing     ,2012,741,"10,155",14.6
Occ,Air transportation ,2012,32,"1,000",6.2
Occ,Rail transportation ,2012,16,497,6.4
Occ,Truck transportation ,2012,500,"3,911",25.6
,Transit and ground passenger transportation,2012,60,935,12.8
Occ,Taxi and limousine service ,2012,47,446,21.1
Occ,Support activities for transportation ,2012,73,"1,446",10.1
Occ,Couriers and messengers,2012,28,"1,238",4.5
Ind,Utilities,2012,23,"1,737",2.5
Ind,Information ,2012,42,"5,472",1.5
,"Publishing industries, except Internet",2012,18,"1,126",3.2
Occ,Newspaper publishers,2012,18,477,7.5
Ind,Financial activities,2012,85,"18,294",0.9
Occ,Finance and insurance,2012,21,"13,253",0.3
,Real estate and rental and leasing,2012,64,"5,056",2.5
Occ,Real estate ,2012,50,"4,306",2.3
Ind,Professional and business services,2012,409,"30,334",2.7
,"Professional, scientific, and technical services",2012,57,"18,852",0.6
Occ,"Architectural, engineering, and related services ",2012,22,"2,969",1.5
,"Management, administrative, and waste services",2012,352,"11,480",6.1
Occ,Employment services ,2012,34,"1,748",3.9
Occ,Investigation and security services ,2012,31,"1,461",4.2
Occ,Services to buildings and dwellings (except landscaping services) ,2012,42,"2,272",3.7
Occ,Landscaping services,2012,171,"2,263",15
Occ,Waste management and remediation services ,2012,57,861,13.2
Ind,Educational and health services,2012,141,"39,179",0.7
Occ,Educational services,2012,34,"7,336",0.9
,Health care and social assistance,2012,107,"31,784",0.7
Occ,Ambulatory health care services,2012,46,"13,084",0.7
Occ,Hospitals ,2012,15,"9,948",0.3
Occ,Nursing and residential care facilities,2012,23,"4,146",1.1
Occ,Social assistance,2012,23,"4,593",1
Ind,Leisure and hospitality,2012,232,"20,904",2.2
,"Arts, entertainment, and recreation",2012,80,"4,291",3.5
Occ,"Performing arts, spectator sports, and related industries",2012,39,"1,303",5.8
Occ,"Amusement, gambling, and recreation industries (except bowling centers)  ",2012,38,"2,699",2.7
,Accommodation and food services,2012,152,"16,636",1.8
,Accommodation ,2012,32,"2,569",2.5
Occ,Traveler accommodation ,2012,25,"2,415",2.1
,Food services and drinking places,2012,120,"14,060",1.7
Occ,Restaurants and other food services ,2012,93,"13,640",1.4
Occ,Drinking places (alcoholic beverages),2012,27,415,13
Ind,Other services (except public administration),2012,199,"12,503",2.7
,Repair and maintenance,2012,105,"4,129",5
Occ,Automotive repair and maintenance (except car washes),2012,66,"2,460",5.3
Occ,Personal and laundry services,2012,40,"4,034",1.9
Occ,"Religious, grantmaking, civic, professional, and similar organizations",2012,52,"3,312",1.6
Ind,Government,2012,453,"37,225",2
Occ,Federal government,2012,104,"6,886",1.5
Occ,State government,2012,90,"11,392",1.6
Occ,Local government,2012,256,"18,904",2.4
